Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Iterations,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz,Cd,Cd(f),Cd(r),Cl,Cl(f),Cl(r),CmPitch,CmRoll,CmYaw,Cs,Cs(f),Cs(r)
9_400_-2,9,4.000000e+02,-2,3.500000e+00,2000,-5.650118e-02,3.192797e-02,3.094853e-01,-2.484638e-03,-1.933399e-02,1.671907e-03,2.735413e+00,1.543155e+00,1.192258e+00,-4.729263e-01,2.017176e+00,-2.490103e+00,2.253639e+00,1.754487e-01,-2.839606e-01,-2.721526e-01,-4.200369e-01,1.478842e-01
9_400_-1,9,4.000000e+02,-1,3.500000e+00,2000,-5.779932e-02,2.803488e-02,3.183239e-01,-2.631158e-03,-2.002343e-02,1.404639e-03,2.813293e+00,1.550894e+00,1.262399e+00,-4.828497e-01,2.091868e+00,-2.574718e+00,2.333293e+00,1.442478e-01,-3.009968e-01,-2.381676e-01,-4.200806e-01,1.819130e-01
9_400_0,9,4.000000e+02,0,3.500000e+00,2000,-5.891169e-02,2.384426e-02,3.266607e-01,-2.735942e-03,-2.062813e-02,1.133419e-03,2.886723e+00,1.556464e+00,1.330259e+00,-4.917626e-01,2.157480e+00,-2.649242e+00,2.403361e+00,1.131026e-01,-3.132544e-01,-2.017502e-01,-4.141295e-01,2.123793e-01
9_425_-2,9,4.250000e+02,-2,3.500000e+00,2000,-5.616069e-02,3.345990e-02,3.164459e-01,-2.468972e-03,-2.028040e-02,1.827663e-03,2.797436e+00,1.589892e+00,1.207545e+00,-4.690925e-01,2.130084e+00,-2.599177e+00,2.364631e+00,1.911736e-01,-2.814655e-01,-2.832233e-01,-4.230772e-01,1.398538e-01
9_425_-1,9,4.250000e+02,-1,3.500000e+00,2000,-5.735563e-02,2.929359e-02,3.233731e-01,-2.584122e-03,-2.082245e-02,1.531101e-03,2.858449e+00,1.585619e+00,1.272830e+00,-4.784873e-01,2.187893e+00,-2.666381e+00,2.427137e+00,1.563945e-01,-2.948499e-01,-2.470302e-01,-4.183650e-01,1.713348e-01
9_425_0,9,4.250000e+02,0,3.500000e+00,2000,-5.832578e-02,2.501084e-02,3.307496e-01,-2.705113e-03,-2.136902e-02,1.246023e-03,2.923474e+00,1.584992e+00,1.338482e+00,-4.860218e-01,2.247378e+00,-2.733399e+00,2.490389e+00,1.232549e-01,-3.089309e-01,-2.095296e-01,-4.136957e-01,2.041661e-01
9_450_-2,9,4.500000e+02,-2,3.500000e+00,2000,-5.581100e-02,3.510845e-02,3.239612e-01,-2.540394e-03,-2.123386e-02,1.953181e-03,2.864462e+00,1.634990e+00,1.229472e+00,-4.645421e-01,2.244069e+00,-2.708611e+00,2.476340e+00,2.027588e-01,-2.890159e-01,-2.949999e-01,-4.365158e-01,1.415160e-01
9_450_-1,9,4.500000e+02,-1,3.500000e+00,2000,-5.733517e-02,3.098014e-02,3.315277e-01,-2.629347e-03,-2.180108e-02,1.646242e-03,2.930934e+00,1.632633e+00,1.298301e+00,-4.772057e-01,2.303157e+00,-2.780363e+00,2.541760e+00,1.671663e-01,-2.994311e-01,-2.597515e-01,-4.293069e-01,1.695554e-01
9_450_0,9,4.500000e+02,0,3.500000e+00,2000,-5.855469e-02,2.660033e-02,3.394376e-01,-2.724381e-03,-2.235651e-02,1.347652e-03,3.000566e+00,1.633045e+00,1.367520e+00,-4.873027e-01,2.362381e+00,-2.849684e+00,2.606032e+00,1.327623e-01,-3.105739e-01,-2.220325e-01,-4.215901e-01,1.995576e-01
9_475_-2,9,4.750000e+02,-2,3.500000e+00,2000,-5.579021e-02,3.685540e-02,3.339888e-01,-2.577963e-03,-2.220974e-02,2.093749e-03,2.953635e+00,1.693142e+00,1.260493e+00,-4.628263e-01,2.359223e+00,-2.822049e+00,2.590636e+00,2.163242e-01,-2.926940e-01,-3.079896e-01,-4.466888e-01,1.386992e-01
9_475_-1,9,4.750000e+02,-1,3.500000e+00,2000,-5.749548e-02,3.261256e-02,3.420471e-01,-2.667138e-03,-2.284179e-02,1.780067e-03,3.024345e+00,1.692480e+00,1.331865e+00,-4.773297e-01,2.424924e+00,-2.902253e+00,2.663588e+00,1.803071e-01,-3.031863e-01,-2.719320e-01,-4.391523e-01,1.672203e-01
9_475_0,9,4.750000e+02,0,3.500000e+00,2000,-5.902602e-02,2.810354e-02,3.505349e-01,-2.761076e-03,-2.342719e-02,1.465320e-03,3.098993e+00,1.693629e+00,1.405364e+00,-4.903567e-01,2.486159e+00,-2.976515e+00,2.731337e+00,1.441325e-01,-3.142349e-01,-2.334258e-01,-4.309478e-01,1.975219e-01
9_500_-2,9,5.000000e+02,-2,3.500000e+00,2000,-5.601740e-02,3.907032e-02,3.449873e-01,-2.574984e-03,-2.317400e-02,2.240450e-03,3.051393e+00,1.756514e+00,1.294878e+00,-4.633912e-01,2.471884e+00,-2.935275e+00,2.703580e+00,2.308181e-01,-2.917179e-01,-3.258113e-01,-4.546235e-01,1.288122e-01
9_500_-1,9,5.000000e+02,-1,3.500000e+00,2000,-5.779735e-02,3.454961e-02,3.535099e-01,-2.688333e-03,-2.387746e-02,1.915050e-03,3.126150e+00,1.756393e+00,1.369758e+00,-4.785500e-01,2.545543e+00,-3.024093e+00,2.784818e+00,1.933177e-01,-3.049783e-01,-2.868537e-01,-4.484052e-01,1.615514e-01
9_500_0,9,5.000000e+02,0,3.500000e+00,2000,-5.935051e-02,2.992490e-02,3.617995e-01,-2.783994e-03,-2.449286e-02,1.579186e-03,3.198998e+00,1.754239e+00,1.444759e+00,-4.919683e-01,2.610063e+00,-3.102032e+00,2.856048e+00,1.547400e-01,-3.162398e-01,-2.473274e-01,-4.399035e-01,1.925761e-01
9_525_-2,9,5.250000e+02,-2,3.500000e+00,2000,-5.619783e-02,4.138611e-02,3.558250e-01,-2.537323e-03,-2.409439e-02,2.368122e-03,3.147695e+00,1.817214e+00,1.330481e+00,-4.640277e-01,2.579406e+00,-3.043434e+00,2.811420e+00,2.433663e-01,-2.867979e-01,-3.451041e-01,-4.593500e-01,1.142459e-01
9_525_-1,9,5.250000e+02,-1,3.500000e+00,2000,-5.812715e-02,3.671035e-02,3.650637e-01,-2.680820e-03,-2.488832e-02,2.040816e-03,3.228772e+00,1.819574e+00,1.409199e+00,-4.801272e-01,2.663080e+00,-3.143207e+00,2.903143e+00,2.051876e-01,-3.034462e-01,-3.040513e-01,-4.554719e-01,1.514205e-01
9_525_0,9,5.250000e+02,0,3.500000e+00,2000,-5.976732e-02,3.177197e-02,3.735736e-01,-2.801982e-03,-2.555167e-02,1.682518e-03,3.303491e+00,1.815630e+00,1.487860e+00,-4.943595e-01,2.732750e+00,-3.227109e+00,2.979929e+00,1.638850e-01,-3.176532e-01,-2.615017e-01,-4.484041e-01,1.869024e-01
9_550_-2,9,5.500000e+02,-2,3.500000e+00,2000,-5.634256e-02,4.219032e-02,3.645397e-01,-2.506596e-03,-2.475692e-02,2.460244e-03,3.225186e+00,1.863477e+00,1.361708e+00,-4.652048e-01,2.656729e+00,-3.121934e+00,2.889332e+00,2.508845e-01,-2.825815e-01,-3.500686e-01,-4.576158e-01,1.075472e-01
9_550_-1,9,5.500000e+02,-1,3.500000e+00,2000,-5.821251e-02,3.862080e-02,3.753543e-01,-2.653115e-03,-2.578827e-02,2.141180e-03,3.320204e+00,1.874134e+00,1.446070e+00,-4.802252e-01,2.768495e+00,-3.248720e+00,3.008608e+00,2.140319e-01,-2.995992e-01,-3.192913e-01,-4.592449e-01,1.399535e-01
9_550_0,9,5.500000e+02,0,3.500000e+00,2000,-6.004453e-02,3.365584e-02,3.847636e-01,-2.807121e-03,-2.655219e-02,1.776525e-03,3.402836e+00,1.873147e+00,1.529689e+00,-4.957383e-01,2.849171e+00,-3.344909e+00,3.097040e+00,1.717289e-01,-3.175579e-01,-2.760726e-01,-4.555942e-01,1.795216e-01
3_400_-2,3,4.000000e+02,-2,4.000000e+00,2000,-3.110499e-02,3.411698e-02,3.608121e-01,-2.796811e-03,-2.128059e-02,2.059045e-03,2.437929e+00,1.386274e+00,1.051654e+00,-1.932026e-01,1.802312e+00,-1.995515e+00,1.898913e+00,1.673101e-01,-2.468226e-01,-2.225215e-01,-3.580834e-01,1.355618e-01
3_400_-1,3,4.000000e+02,-1,4.000000e+00,2000,-3.156918e-02,2.869219e-02,3.679411e-01,-2.874549e-03,-2.170374e-02,1.752198e-03,2.485847e+00,1.382996e+00,1.102851e+00,-1.957695e-01,1.838396e+00,-2.034165e+00,1.936280e+00,1.400725e-01,-2.538044e-01,-1.864023e-01,-3.470055e-01,1.606032e-01
3_400_0,3,4.000000e+02,0,4.000000e+00,2000,-3.197127e-02,2.312432e-02,3.750994e-01,-2.950254e-03,-2.217457e-02,1.419177e-03,2.533999e+00,1.377641e+00,1.156357e+00,-1.979020e-01,1.878868e+00,-2.076770e+00,1.977819e+00,1.106419e-01,-2.606336e-01,-1.495947e-01,-3.354310e-01,1.858363e-01
3_425_-2,3,4.250000e+02,-2,4.000000e+00,2000,-2.994721e-02,3.595860e-02,3.678838e-01,-2.787932e-03,-2.241008e-02,2.273805e-03,2.486301e+00,1.426847e+00,1.059455e+00,-1.838151e-01,1.908313e+00,-2.092128e+00,2.000220e+00,1.836959e-01,-2.455896e-01,-2.322317e-01,-3.617055e-01,1.294738e-01
3_425_-1,3,4.250000e+02,-1,4.000000e+00,2000,-3.060564e-02,3.060007e-02,3.760372e-01,-2.863245e-03,-2.292342e-02,1.964236e-03,2.541054e+00,1.426671e+00,1.114382e+00,-1.876906e-01,1.951741e+00,-2.139431e+00,2.045586e+00,1.561444e-01,-2.523497e-01,-1.966044e-01,-3.506519e-01,1.540475e-01
3_425_0,3,4.250000e+02,0,4.000000e+00,2000,-3.125050e-02,2.525003e-02,3.846271e-01,-2.943599e-03,-2.351623e-02,1.621012e-03,2.598815e+00,1.425333e+00,1.173482e+00,-1.912643e-01,2.002297e+00,-2.193561e+00,2.097929e+00,1.259253e-01,-2.595964e-01,-1.614646e-01,-3.403286e-01,1.788641e-01
3_450_-2,3,4.500000e+02,-2,4.000000e+00,2000,-2.857172e-02,3.827994e-02,3.770099e-01,-2.780490e-03,-2.358536e-02,2.473963e-03,2.548490e+00,1.473671e+00,1.074819e+00,-1.727335e-01,2.019168e+00,-2.191901e+00,2.105534e+00,1.994262e-01,-2.445722e-01,-2.460259e-01,-3.675852e-01,1.215593e-01
3_450_-1,3,4.500000e+02,-1,4.000000e+00,2000,-2.946238e-02,3.290405e-02,3.852166e-01,-2.862021e-03,-2.413938e-02,2.157799e-03,2.603556e+00,1.472822e+00,1.130734e+00,-1.782469e-01,2.065394e+00,-2.243640e+00,2.154517e+00,1.710442e-01,-2.518488e-01,-2.100302e-01,-3.568639e-01,1.468337e-01
3_450_0,3,4.500000e+02,0,4.000000e+00,2000,-3.029823e-02,2.755115e-02,3.941004e-01,-2.944927e-03,-2.478063e-02,1.806514e-03,2.663257e+00,1.471609e+00,1.191647e+00,-1.830795e-01,2.119601e+00,-2.302681e+00,2.211141e+00,1.399810e-01,-2.593039e-01,-1.748579e-01,-3.467329e-01,1.718750e-01
3_475_-2,3,4.750000e+02,-2,4.000000e+00,2000,-2.708784e-02,4.184515e-02,3.906306e-01,-2.720041e-03,-2.498496e-02,2.707098e-03,2.640960e+00,1.540043e+00,1.100916e+00,-1.607296e-01,2.150437e+00,-2.311167e+00,2.230802e+00,2.195637e-01,-2.390003e-01,-2.700378e-01,-3.740192e-01,1.039814e-01
3_475_-1,3,4.750000e+02,-1,4.000000e+00,2000,-2.825291e-02,3.593413e-02,3.973114e-01,-2.836358e-03,-2.551408e-02,2.346796e-03,2.685680e+00,1.529530e+00,1.156151e+00,-1.682489e-01,2.193405e+00,-2.361654e+00,2.277529e+00,1.866896e-01,-2.493019e-01,-2.296614e-01,-3.641326e-01,1.344712e-01
3_475_0,3,4.750000e+02,0,4.000000e+00,2000,-2.932949e-02,3.024362e-02,4.057652e-01,-2.941616e-03,-2.612315e-02,1.973238e-03,2.742446e+00,1.524328e+00,1.218118e+00,-1.747433e-01,2.243904e+00,-2.418648e+00,2.331276e+00,1.531052e-01,-2.586890e-01,-1.917165e-01,-3.545472e-01,1.628307e-01
3_500_-2,3,5.000000e+02,-2,4.000000e+00,2000,-2.636383e-02,4.539153e-02,4.037831e-01,-2.645625e-03,-2.614682e-02,2.916187e-03,2.730293e+00,1.601685e+00,1.128607e+00,-1.541110e-01,2.257849e+00,-2.411960e+00,2.334904e+00,2.365391e-01,-2.321006e-01,-2.930843e-01,-3.786427e-01,8.555846e-02
3_500_-1,3,5.000000e+02,-1,4.000000e+00,2000,-2.701611e-02,3.946035e-02,4.119315e-01,-2.724218e-03,-2.683695e-02,2.552459e-03,2.784885e+00,1.597035e+00,1.187850e+00,-1.584018e-01,2.316764e+00,-2.475166e+00,2.395965e+00,2.045921e-01,-2.391642e-01,-2.537114e-01,-3.660199e-01,1.123085e-01
3_500_0,3,5.000000e+02,0,4.000000e+00,2000,-2.821839e-02,3.304004e-02,4.188432e-01,-2.863283e-03,-2.742560e-02,2.133483e-03,2.831174e+00,1.582408e+00,1.248767e+00,-1.659038e-01,2.364927e+00,-2.530830e+00,2.447878e+00,1.668206e-01,-2.515432e-01,-2.104984e-01,-3.567924e-01,1.462940e-01
3_525_-2,3,5.250000e+02,-2,4.000000e+00,2000,-2.573252e-02,4.861189e-02,4.160896e-01,-2.578814e-03,-2.721070e-02,3.097535e-03,2.813905e+00,1.657681e+00,1.156223e+00,-1.484183e-01,2.356067e+00,-2.504486e+00,2.430276e+00,2.507290e-01,-2.258680e-01,-3.137320e-01,-3.827340e-01,6.900201e-02
3_525_-1,3,5.250000e+02,-1,4.000000e+00,2000,-2.648101e-02,4.265838e-02,4.244251e-01,-2.675072e-03,-2.795795e-02,2.739235e-03,2.869760e+00,1.653836e+00,1.215924e+00,-1.531372e-01,2.419838e+00,-2.572975e+00,2.496407e+00,2.189563e-01,-2.344555e-01,-2.738036e-01,-3.713573e-01,9.755373e-02
3_525_0,3,5.250000e+02,0,4.000000e+00,2000,-2.757065e-02,3.602685e-02,4.325802e-01,-2.828375e-03,-2.868096e-02,2.307388e-03,2.924399e+00,1.642539e+00,1.281859e+00,-1.599083e-01,2.480304e+00,-2.640212e+00,2.560258e+00,1.803400e-01,-2.481267e-01,-2.293873e-01,-3.628204e-01,1.334331e-01
3_550_-2,3,5.500000e+02,-2,4.000000e+00,2000,-2.504573e-02,5.129369e-02,4.274986e-01,-2.527482e-03,-2.816894e-02,3.245818e-03,2.891443e+00,1.707557e+00,1.183887e+00,-1.427650e-01,2.444865e+00,-2.587630e+00,2.516247e+00,2.618349e-01,-2.210279e-01,-3.306356e-01,-3.863457e-01,5.571010e-02
3_550_-1,3,5.500000e+02,-1,4.000000e+00,2000,-2.585183e-02,4.563321e-02,4.369287e-01,-2.625939e-03,-2.903773e-02,2.903573e-03,2.954684e+00,1.708721e+00,1.245963e+00,-1.475773e-01,2.519400e+00,-2.666977e+00,2.593188e+00,2.313791e-01,-2.297754e-01,-2.925496e-01,-3.760502e-01,8.350065e-02
3_550_0,3,5.500000e+02,0,4.000000e+00,2000,-2.694458e-02,3.915593e-02,4.463116e-01,-2.801258e-03,-2.990041e-02,2.479426e-03,3.017613e+00,1.702054e+00,1.315559e+00,-1.540282e-01,2.592421e+00,-2.746449e+00,2.669435e+00,1.932474e-01,-2.453704e-01,-2.489759e-01,-3.698584e-01,1.208824e-01
7_400_-2,7,4.000000e+02,-2,3.000000e+00,2000,-3.252971e-02,2.533081e-02,2.433389e-01,-1.801181e-03,-1.606870e-02,1.498869e-03,2.928470e+00,1.673325e+00,1.255145e+00,-3.606465e-01,2.371135e+00,-2.731781e+00,2.551458e+00,2.090896e-01,-2.787419e-01,-2.863993e-01,-4.219416e-01,1.355423e-01
7_400_-1,7,4.000000e+02,-1,3.000000e+00,2000,-3.349802e-02,2.206176e-02,2.485678e-01,-1.863040e-03,-1.646860e-02,1.276454e-03,2.990883e+00,1.669530e+00,1.321353e+00,-3.719606e-01,2.428446e+00,-2.800406e+00,2.614426e+00,1.740881e-01,-2.886058e-01,-2.480835e-01,-4.126475e-01,1.645641e-01
7_400_0,7,4.000000e+02,0,3.000000e+00,2000,-3.441943e-02,1.870862e-02,2.551454e-01,-1.875717e-03,-1.692858e-02,1.049623e-03,3.068979e+00,1.674414e+00,1.394565e+00,-3.832846e-01,2.494354e+00,-2.877639e+00,2.685996e+00,1.399245e-01,-2.908056e-01,-2.100280e-01,-3.958196e-01,1.857916e-01
7_425_-2,7,4.250000e+02,-2,3.000000e+00,2000,-3.256715e-02,2.759603e-02,2.535031e-01,-1.752028e-03,-1.693761e-02,1.619918e-03,3.051377e+00,1.751795e+00,1.299582e+00,-3.592612e-01,2.510319e+00,-2.869580e+00,2.689949e+00,2.261066e-01,-2.704651e-01,-3.128518e-01,-4.268910e-01,1.140392e-01
7_425_-1,7,4.250000e+02,-1,3.000000e+00,2000,-3.346741e-02,2.413612e-02,2.591312e-01,-1.830486e-03,-1.740070e-02,1.398736e-03,3.118635e+00,1.750043e+00,1.368591e+00,-3.695717e-01,2.578169e+00,-2.947740e+00,2.762954e+00,1.907260e-01,-2.828257e-01,-2.712075e-01,-4.184295e-01,1.472219e-01
7_425_0,7,4.250000e+02,0,3.000000e+00,2000,-3.448946e-02,2.035375e-02,2.653970e-01,-1.875667e-03,-1.787299e-02,1.147743e-03,3.192880e+00,1.748872e+00,1.444008e+00,-3.821537e-01,2.645302e+00,-3.027455e+00,2.836379e+00,1.524321e-01,-2.901144e-01,-2.275071e-01,-4.038680e-01,1.763609e-01
7_450_-2,7,4.500000e+02,-2,3.000000e+00,2000,-3.271074e-02,2.931449e-02,2.625466e-01,-1.728100e-03,-1.768651e-02,1.711011e-03,3.160778e+00,1.817878e+00,1.342900e+00,-3.595826e-01,2.629651e+00,-2.989234e+00,2.809443e+00,2.374886e-01,-2.660743e-01,-3.318863e-01,-4.320174e-01,1.001311e-01
7_450_-1,7,4.500000e+02,-1,3.000000e+00,2000,-3.351426e-02,2.613514e-02,2.690401e-01,-1.823228e-03,-1.826099e-02,1.493346e-03,3.238493e+00,1.821831e+00,1.416662e+00,-3.682246e-01,2.715949e+00,-3.084174e+00,2.900062e+00,2.025847e-01,-2.810305e-01,-2.934762e-01,-4.277686e-01,1.342923e-01
7_450_0,7,4.500000e+02,0,3.000000e+00,2000,-3.469430e-02,2.201661e-02,2.757563e-01,-1.887365e-03,-1.879791e-02,1.229702e-03,3.318043e+00,1.821120e+00,1.496923e+00,-3.826298e-01,2.792296e+00,-3.174926e+00,2.983611e+00,1.620983e-01,-2.912683e-01,-2.452384e-01,-4.138875e-01,1.686491e-01
7_475_-2,7,4.750000e+02,-2,3.000000e+00,2000,-3.279364e-02,3.010377e-02,2.703152e-01,-1.710135e-03,-1.830045e-02,1.788604e-03,3.254839e+00,1.873189e+00,1.381650e+00,-3.599086e-01,2.727667e+00,-3.087576e+00,2.907621e+00,2.457697e-01,-2.625429e-01,-3.387972e-01,-4.319415e-01,9.314432e-02
7_475_-1,7,4.750000e+02,-1,3.000000e+00,2000,-3.347859e-02,2.732530e-02,2.773571e-01,-1.802142e-03,-1.897036e-02,1.561772e-03,3.339109e+00,1.879377e+00,1.459732e+00,-3.670658e-01,2.829782e+00,-3.196847e+00,3.013314e+00,2.098225e-01,-2.770342e-01,-3.055926e-01,-4.298305e-01,1.242379e-01
7_475_0,7,4.750000e+02,0,3.000000e+00,2000,-3.472917e-02,2.358250e-02,2.847823e-01,-1.892174e-03,-1.962987e-02,1.287698e-03,3.427122e+00,1.881384e+00,1.545738e+00,-3.816838e-01,2.925251e+00,-3.306935e+00,3.116093e+00,1.678232e-01,-2.913762e-01,-2.621947e-01,-4.224736e-01,1.602789e-01
7_500_-2,7,5.000000e+02,-2,3.000000e+00,2000,-3.285871e-02,2.996448e-02,2.765816e-01,-1.720495e-03,-1.876063e-02,1.841816e-03,3.330825e+00,1.914861e+00,1.415964e+00,-3.606210e-01,2.801174e+00,-3.161795e+00,2.981484e+00,2.494488e-01,-2.634479e-01,-3.337002e-01,-4.302980e-01,9.659781e-02
7_500_-1,7,5.000000e+02,-1,3.000000e+00,2000,-3.371872e-02,2.691588e-02,2.838168e-01,-1.811757e-03,-1.944550e-02,1.613025e-03,3.417399e+00,1.921475e+00,1.495924e+00,-3.700403e-01,2.904480e+00,-3.274521e+00,3.089501e+00,2.127756e-01,-2.777651e-01,-2.969866e-01,-4.262584e-01,1.292718e-01
7_500_0,7,5.000000e+02,0,3.000000e+00,2000,-3.470605e-02,2.423438e-02,2.919370e-01,-1.885927e-03,-2.025757e-02,1.335413e-03,3.513727e+00,1.927465e+00,1.586262e+00,-3.812029e-01,3.025722e+00,-3.406925e+00,3.216324e+00,1.706014e-01,-2.896096e-01,-2.671536e-01,-4.231864e-01,1.560329e-01
7_525_-2,7,5.250000e+02,-2,3.000000e+00,2000,-3.267036e-02,3.054731e-02,2.821579e-01,-1.712102e-03,-1.926184e-02,1.901817e-03,3.398644e+00,1.953441e+00,1.445203e+00,-3.577582e-01,2.882999e+00,-3.240757e+00,3.061878e+00,2.541193e-01,-2.613143e-01,-3.370916e-01,-4.298601e-01,9.276851e-02
7_525_-1,7,5.250000e+02,-1,3.000000e+00,2000,-3.364365e-02,2.755252e-02,2.902416e-01,-1.797093e-03,-2.002769e-02,1.674318e-03,3.495324e+00,1.965320e+00,1.530004e+00,-3.684545e-01,2.998422e+00,-3.366877e+00,3.182649e+00,2.176580e-01,-2.746299e-01,-3.012305e-01,-4.252451e-01,1.240146e-01
7_525_0,7,5.250000e+02,0,3.000000e+00,2000,-3.467522e-02,2.457394e-02,2.992586e-01,-1.878401e-03,-2.088114e-02,1.396252e-03,3.602299e+00,1.976517e+00,1.625783e+00,-3.803014e-01,3.125761e+00,-3.506063e+00,3.315912e+00,1.753669e-01,-2.876204e-01,-2.678895e-01,-4.215651e-01,1.536756e-01
7_550_-2,7,5.500000e+02,-2,3.000000e+00,2000,-3.234464e-02,3.125752e-02,2.876976e-01,-1.704698e-03,-1.975715e-02,1.959967e-03,3.465961e+00,1.991308e+00,1.474653e+00,-3.533341e-01,2.964707e+00,-3.318041e+00,3.141374e+00,2.583275e-01,-2.593300e-01,-3.421446e-01,-4.304022e-01,8.825767e-02
7_550_-1,7,5.500000e+02,-1,3.000000e+00,2000,-3.347232e-02,2.798932e-02,2.964805e-01,-1.791547e-03,-2.058315e-02,1.729442e-03,3.571004e+00,2.006917e+00,1.564087e+00,-3.656885e-01,3.088739e+00,-3.454427e+00,3.271583e+00,2.214153e-01,-2.729281e-01,-3.027908e-01,-4.243235e-01,1.215327e-01
