Case,Cone_Angle,Omega_RPM,Pitch_Angle,Vz_ms,Avg_Fpx,Avg_Fpy,Avg_Fpz,Avg_Mpx,Avg_Mpy,Avg_Mpz
10_300_-3,10,300,-3,2,-0.016646684,0.010906962,0.113622066,-0.000854466,-0.007468682,0.000541696
10_300_-1,10,300,-1,2,-0.017672192,0.008408149,0.119139418,-0.000941129,-0.007924507,0.000349802
10_300_-5,10,300,-5,3,-0.037644921,0.026457262,0.206562583,-0.001757961,-0.011381062,0.001099899
10_300_-3,10,300,-3,3,-0.038850395,0.021671808,0.216160494,-0.001885301,-0.012017286,0.000822187
10_300_-1,10,300,-1,3,-0.039494656,0.01604999,0.223070762,-0.002004326,-0.012458763,0.000457997
8_300_-5,8,300,-5,1,-0.003190322,0.002366411,0.032014761,-0.000192026,-0.002231893,0.000103532
8_300_-3,8,300,-3,1,-0.003491253,0.002029787,0.036160157,-0.000218548,-0.00261637,8.33E-05
8_300_-1,8,300,-1,1,-0.003957614,0.001373688,0.040720856,-0.000247947,-0.003044819,2.34E-05
8_300_-5,8,300,-5,2,-0.012481015,0.012952701,0.106899189,-0.000717877,-0.006883117,0.000704315
8_300_-3,8,300,-3,2,-0.012967644,0.011032391,0.113396659,-0.000795798,-0.007429253,0.000580039
8_300_-1,8,300,-1,2,-0.013658397,0.008468604,0.11892911,-0.000887748,-0.007905838,0.000400834
8_300_-5,8,300,-5,3,-0.030279032,0.025167307,0.202186367,-0.001706501,-0.011331661,0.001147642
8_300_-3,8,300,-3,3,-0.031733859,0.02085617,0.214520159,-0.001852384,-0.012054588,0.000897864
8_300_-1,8,300,-1,3,-0.032370746,0.015430797,0.221790267,-0.001968163,-0.012568453,0.000568194
6_300_-5,6,300,-5,1,-0.002073319,0.00238743,0.031009884,-0.000157063,-0.002151429,0.000107781
6_300_-3,6,300,-3,1,-0.002239551,0.002102558,0.035045586,-0.000178137,-0.002533274,9.12E-05
6_300_-1,6,300,-1,1,-0.002592144,0.001517101,0.039579303,-0.000208085,-0.002959918,3.91E-05
6_300_-5,6,300,-5,2,-0.009186867,0.012746276,0.105970726,-0.000663018,-0.006829994,0.000718005
6_300_-3,6,300,-3,2,-0.009534964,0.011030505,0.11258955,-0.000739918,-0.007382445,0.000601279
6_300_-1,6,300,-1,2,-0.010007797,0.008788211,0.118757403,-0.000823159,-0.007927288,0.000445379
6_300_-5,6,300,-5,3,-0.023641998,0.024433973,0.199131983,-0.001642,-0.011231903,0.00118232
6_300_-3,6,300,-3,3,-0.024623277,0.01999529,0.210095545,-0.001781834,-0.011940417,0.000952668
6_300_-1,6,300,-1,3,-0.025272579,0.014873641,0.219206275,-0.001914624,-0.012541373,0.000652558
4_300_-5,4,300,-5,1,-0.001031919,0.002339596,0.029887784,-0.000118945,-0.002058797,0.000102565
4_300_-5,4,300,-5,2,-0.006137278,0.012607421,0.105454338,-0.000605714,-0.006796272,0.000731947
4_300_-5,4,300,-5,3,-0.017418981,0.02356266,0.197166827,-0.001590981,-0.011304803,0.001241284
4_300_-3,4,300,-3,1,-0.001040649,0.002114207,0.033791888,-0.000136648,-0.002431886,9.28E-05
4_300_-3,4,300,-3,2,-0.00620953,0.010867663,0.111687665,-0.000672994,-0.007323972,0.000616051
4_300_-3,4,300,-3,3,-0.018034092,0.019153726,0.206537091,-0.0017169,-0.011863962,0.000993409
4_300_-1,4,300,-1,1,-0.001294003,0.001606124,0.038280374,-0.000158871,-0.002857332,4.94E-05
4_300_-1,4,300,-1,2,-0.006383314,0.008943704,0.118016319,-0.000756468,-0.007880259,0.000479113
4_300_-1,4,300,-1,3,-0.018391002,0.014161636,0.215168234,-0.001839892,-0.012405905,0.000727005
12_270_-5,12,270,-5,1,-0.005280154,0.00254339,0.03184044,-0.000238279,-0.002232783,0.000123513
12_270_-3,12,270,-3,1,-0.005837114,0.002071155,0.035520074,-0.000267428,-0.002577583,8.72E-05
12_270_-1,12,270,-1,1,-0.006485066,0.001311835,0.039516341,-0.000297567,-0.002948889,1.88E-05
12_270_-5,12,270,-5,2,-0.019040879,0.012333923,0.101250758,-0.000803148,-0.006386362,0.000614578
12_270_-3,12,270,-3,2,-0.020019936,0.010309595,0.105879356,-0.000872771,-0.006745245,0.000451424
12_270_-1,12,270,-1,2,-0.02125352,0.007970513,0.11167921,-0.000965881,-0.007154671,0.000268277
12_270_-5,12,270,-5,3,-0.041247555,0.024391021,0.185954681,-0.001694229,-0.009621069,0.000722422
12_270_-3,12,270,-3,3,-0.042240124,0.018741454,0.192019049,-0.001819038,-0.010014639,0.000459623
12_270_-1,12,270,-1,3,-0.043223726,0.013002005,0.197440394,-0.001942307,-0.010401442,0.000158182
10_270_-5,10,270,-5,1,-0.00411251,0.002540783,0.031145164,-0.000206834,-0.002168075,0.000131294
10_270_-3,10,270,-3,1,-0.00458113,0.002079491,0.034959103,-0.000235343,-0.002526643,9.41E-05
10_270_-1,10,270,-1,1,-0.005170491,0.001358001,0.038937912,-0.00026044,-0.002897612,3.00E-05
10_270_-5,10,270,-5,2,-0.015525326,0.01226822,0.10105323,-0.000773393,-0.006381459,0.000643636
10_270_-3,10,270,-3,2,-0.016303614,0.010089795,0.105814254,-0.000850662,-0.006774039,0.000493876
10_270_-1,10,270,-1,2,-0.017327826,0.007866757,0.110819803,-0.000921668,-0.007150252,0.000316786
10_270_-5,10,270,-5,3,-0.035502901,0.023559564,0.186928936,-0.001684832,-0.009644941,0.00079328
10_270_-3,10,270,-3,3,-0.036459979,0.018511761,0.193598476,-0.001801403,-0.010072517,0.000538257
10_270_-1,10,270,-1,3,-0.037361384,0.012767196,0.199468746,-0.001922035,-0.010476245,0.000250282
8_270_-5,8,270,-5,1,-0.00299938,0.002539537,0.030412017,-0.000176316,-0.002106523,0.000134961
8_270_-3,8,270,-3,1,-0.003369512,0.002126389,0.034216051,-0.000199986,-0.002462795,0.000103965
8_270_-1,8,270,-1,1,-0.003771248,0.00145657,0.038111465,-0.000226376,-0.002827398,4.37E-05
8_270_-5,8,270,-5,2,-0.012327478,0.012316255,0.101011352,-0.000729406,-0.006369767,0.000667807
8_270_-3,8,270,-3,2,-0.012724357,0.01008056,0.105591943,-0.000809889,-0.006766429,0.000533929
8_270_-1,8,270,-1,2,-0.013594459,0.007674888,0.110353632,-0.000886431,-0.007137122,0.000364199
8_270_-5,8,270,-5,3,-0.029961457,0.023786832,0.190090395,-0.001654834,-0.009896074,0.00091967
8_270_-3,8,270,-3,3,-0.030702816,0.018300075,0.196488137,-0.001779711,-0.010265744,0.000659482
8_270_-1,8,270,-1,3,-0.031405768,0.012733927,0.202297552,-0.001885797,-0.01069388,0.000374946
6_270_-5,6,270,-5,1,-0.001954325,0.002535019,0.029646855,-0.000146858,-0.00204566,0.000136626
6_270_-3,6,270,-3,1,-0.002244525,0.002137891,0.033405554,-0.00016355,-0.002404813,0.000106058
6_270_-1,6,270,-1,1,-0.002548332,0.001574146,0.037320267,-0.000193437,-0.002770494,5.59E-05
6_270_-5,6,270,-5,2,-0.009240773,0.012270463,0.100537238,-0.00068551,-0.006355428,0.000684216
6_270_-3,6,270,-3,2,-0.009520145,0.010210638,0.105515351,-0.000754161,-0.006769132,0.000565425
6_270_-1,6,270,-1,2,-0.010078715,0.00776658,0.110150612,-0.000838878,-0.007173998,0.000411573
6_270_-5,6,270,-5,3,-0.023993852,0.023138065,0.190809929,-0.001634296,-0.010083733,0.001025852
6_270_-3,6,270,-3,3,-0.024575947,0.018255015,0.196661997,-0.001725983,-0.010455968,0.000766717
6_270_-1,6,270,-1,3,-0.025103948,0.012822885,0.202599845,-0.001837661,-0.01081302,0.000467084
4_270_-5,4,270,-5,1,-0.001027678,0.002488415,0.028835075,-0.000114732,-0.001983242,0.000130358
4_270_-5,4,270,-5,2,-0.006341581,0.012245408,0.100374799,-0.000635655,-0.006356561,0.000702591
4_270_-5,4,270,-5,3,-0.01813141,0.022904694,0.189341555,-0.00158637,-0.010164932,0.001084141
4_270_-3,4,270,-3,1,-0.001145354,0.002179635,0.03238436,-0.000129825,-0.00232289,0.000109875
4_270_-3,4,270,-3,2,-0.006415058,0.010305241,0.105339213,-0.000696504,-0.006770828,0.00058613
4_270_-3,4,270,-3,3,-0.01853806,0.017736053,0.196366962,-0.001697142,-0.010558269,0.000838884
4_270_-1,4,270,-1,1,-0.001351112,0.001687886,0.036242044,-0.000153694,-0.002685167,6.79E-05
4_270_-1,4,270,-1,2,-0.006629542,0.008049192,0.109861681,-0.000771853,-0.007169406,0.000448352
4_270_-1,4,270,-1,3,-0.018783768,0.012456071,0.201478069,-0.00179193,-0.010904608,0.000565969
12_240_-5,12,240,-5,1,-0.005001373,0.002651711,0.030306019,-0.000216083,-0.002108545,0.000143617
12_240_-3,12,240,-3,1,-0.005598401,0.002157325,0.033648561,-0.000241201,-0.002421057,0.000104094
12_240_-1,12,240,-1,1,-0.006169411,0.001450329,0.037084776,-0.000270158,-0.002735849,4.19E-05
12_240_-5,12,240,-5,2,-0.018995302,0.011926099,0.095022251,-0.00078117,-0.005746925,0.000546429
12_240_-3,12,240,-3,2,-0.020125102,0.010077928,0.100568451,-0.000866133,-0.006106397,0.000397
12_240_-1,12,240,-1,2,-0.021479223,0.0078558,0.108650077,-0.000975406,-0.006670702,0.000258189
12_240_-5,12,240,-5,3,-0.038432096,0.022205626,0.168976925,-0.001589182,-0.008436949,0.000549731
12_240_-3,12,240,-3,3,-0.039035812,0.016782941,0.172617579,-0.001693253,-0.008700379,0.000298701
12_240_-1,12,240,-1,3,-0.03971122,0.011244807,0.176055699,-0.001799537,-0.008958695,2.54E-05
10_240_-5,10,240,-5,1,-0.003949303,0.002652033,0.029832906,-0.000190655,-0.002065791,0.000150779
10_240_-3,10,240,-3,1,-0.004453999,0.002156906,0.033235912,-0.000213817,-0.002383404,0.000110266
10_240_-1,10,240,-1,1,-0.004902965,0.001493282,0.036582834,-0.000240589,-0.002690382,5.27E-05
10_240_-5,10,240,-5,2,-0.015650832,0.01161694,0.095085865,-0.000759056,-0.005772201,0.000585408
10_240_-3,10,240,-3,2,-0.016486097,0.009695234,0.099722166,-0.000823988,-0.006102609,0.000443854
10_240_-1,10,240,-1,2,-0.017254641,0.007477662,0.10465985,-0.000918751,-0.006465553,0.000276184
10_240_-5,10,240,-5,3,-0.032792532,0.021179418,0.168949537,-0.001587278,-0.008429502,0.000606632
10_240_-3,10,240,-3,3,-0.033592436,0.016202858,0.172862271,-0.00168737,-0.008701996,0.000356487
10_240_-1,10,240,-1,3,-0.034315967,0.01081648,0.176329076,-0.001784457,-0.00893877,8.55E-05
8_240_-5,8,240,-5,1,-0.002969583,0.002647455,0.029327599,-0.000163748,-0.002025735,0.000153401
8_240_-3,8,240,-3,1,-0.003321204,0.002188261,0.032605769,-0.00018297,-0.002330119,0.000117164
8_240_-1,8,240,-1,1,-0.003616695,0.001571531,0.035880769,-0.000210955,-0.002630968,6.48E-05
8_240_-5,8,240,-5,2,-0.012530711,0.011331647,0.094533753,-0.000738969,-0.005743031,0.000603826
8_240_-3,8,240,-3,2,-0.013214655,0.009439495,0.099660463,-0.000799658,-0.006115073,0.00048226
8_240_-1,8,240,-1,2,-0.013749795,0.00724565,0.103207009,-0.000872638,-0.006407325,0.000313972
8_240_-5,8,240,-5,3,-0.027455627,0.020662808,0.16782596,-0.001558699,-0.008379263,0.000648595
8_240_-3,8,240,-3,3,-0.028119919,0.015834991,0.172228476,-0.001654253,-0.008660989,0.000413276
8_240_-1,8,240,-1,3,-0.028829187,0.01027882,0.176165338,-0.001762261,-0.008905067,0.000153911
6_240_-5,6,240,-5,1,-0.002035545,0.002633337,0.028764589,-0.000137727,-0.001983423,0.000153841
6_240_-3,6,240,-3,1,-0.002266714,0.002200165,0.031926856,-0.000153268,-0.00228032,0.000120217
6_240_-1,6,240,-1,1,-0.002485738,0.001661906,0.03527603,-0.000184859,-0.002590592,7.46E-05
6_240_-5,6,240,-5,2,-0.00940897,0.011145972,0.093682163,-0.000710608,-0.005742702,0.000618088
6_240_-3,6,240,-3,2,-0.009947033,0.00914176,0.098525233,-0.000772345,-0.006087268,0.000507206
6_240_-1,6,240,-1,2,-0.010627287,0.007089359,0.103823121,-0.000847326,-0.006490595,0.000367079
6_240_-5,6,240,-5,3,-0.022251279,0.02003513,0.168734137,-0.001540218,-0.008402509,0.000722899
6_240_-3,6,240,-3,3,-0.022630599,0.014988255,0.171880482,-0.001641251,-0.008629738,0.000468766
6_240_-1,6,240,-1,3,-0.023400232,0.009724171,0.175823033,-0.001740547,-0.008856311,0.000215427
4_240_-5,4,240,-5,1,-0.001193204,0.002598317,0.028117358,-0.000108597,-0.001936871,0.00014925
4_240_-5,4,240,-5,2,-0.006574757,0.011187959,0.09364532,-0.000668503,-0.005778062,0.000642471
4_240_-5,4,240,-5,3,-0.017107847,0.019797869,0.168304377,-0.001514687,-0.008429922,0.000769209
4_240_-3,4,240,-3,1,-0.001280131,0.002229839,0.03114724,-0.000124006,-0.002220511,0.000123355
4_240_-3,4,240,-3,2,-0.006811512,0.009062812,0.097667286,-0.000734511,-0.006083239,0.000525264
4_240_-3,4,240,-3,3,-0.017421608,0.014898489,0.17171877,-0.001608108,-0.008634972,0.000527305
4_240_-1,4,240,-1,1,-0.00138387,0.001756195,0.03439589,-0.000152651,-0.002522957,8.46E-05
4_240_-1,4,240,-1,2,-0.007272347,0.00694802,0.101985418,-0.000803854,-0.006407524,0.000398012
4_240_-1,4,240,-1,3,-0.017961775,0.00953331,0.176010966,-0.00169805,-0.008895997,0.000299367
12_210_-5,12,210,-5,1,-0.004988702,0.002793278,0.029276767,-0.00019752,-0.002019561,0.000159181
12_210_-3,12,210,-3,1,-0.005478037,0.002313025,0.032338038,-0.000223001,-0.002281497,0.000120957
12_210_-1,12,210,-1,1,-0.006180326,0.002010863,0.036527908,-0.000258838,-0.002593525,6.41E-05
12_210_-5,12,210,-5,2,-0.020019566,0.012373596,0.094077744,-0.000800781,-0.005302939,0.000495078
12_210_-3,12,210,-3,2,-0.02068596,0.0101951,0.098387917,-0.000858706,-0.005588321,0.000355257
12_210_-1,12,210,-1,2,-0.021114314,0.007669046,0.101916655,-0.000916537,-0.00582371,0.000185712
12_210_-5,12,210,-5,3,-0.036156138,0.020452578,0.15470488,-0.001483588,-0.007404047,0.000408814
12_210_-3,12,210,-3,3,-0.036590497,0.015098395,0.156870901,-0.001568834,-0.007582297,0.000187655
12_210_-1,12,210,-1,3,-0.037133049,0.009821056,0.158837617,-0.001654963,-0.007757322,-6.09E-05
10_210_-5,10,210,-5,1,-0.003978633,0.002775444,0.02886385,-0.000175994,-0.001982806,0.000165063
10_210_-3,10,210,-3,1,-0.004344378,0.002293177,0.031751206,-0.000201276,-0.002240487,0.000128166
10_210_-1,10,210,-1,1,-0.004789333,0.001717542,0.03505729,-0.000231294,-0.002512785,7.79E-05
10_210_-5,10,210,-5,2,-0.016544886,0.011717346,0.092152075,-0.000775816,-0.005236716,0.000511471
10_210_-3,10,210,-3,2,-0.017438372,0.009869425,0.098105077,-0.000847268,-0.005619735,0.000392925
10_210_-1,10,210,-1,2,-0.017849277,0.007413606,0.102037888,-0.000905132,-0.005886032,0.000237303
10_210_-5,10,210,-5,3,-0.03075179,0.019137929,0.153543391,-0.001474925,-0.00735722,0.000469488
10_210_-3,10,210,-3,3,-0.031378546,0.014167389,0.156132872,-0.001559885,-0.007554038,0.00024185
10_210_-1,10,210,-1,3,-0.031967795,0.009023185,0.158217659,-0.001642897,-0.007713506,-8.12E-06
8_210_-5,8,210,-5,1,-0.003037842,0.002743744,0.028437102,-0.000153217,-0.001948717,0.000165885
8_210_-3,8,210,-3,1,-0.003257845,0.002312163,0.031183642,-0.000177013,-0.002194752,0.000134036
8_210_-1,8,210,-1,1,-0.003525082,0.001730954,0.034097616,-0.000205047,-0.002448259,8.72E-05
8_210_-5,8,210,-5,2,-0.013254704,0.011151894,0.090477605,-0.000735926,-0.005157013,0.000531893
8_210_-3,8,210,-3,2,-0.013833648,0.00933086,0.09541758,-0.000819252,-0.005535667,0.000412463
8_210_-1,8,210,-1,2,-0.014513909,0.006951497,0.100704967,-0.000884098,-0.005867386,0.000275786
8_210_-5,8,210,-5,3,-0.025335522,0.01759281,0.151831223,-0.001469716,-0.007297076,0.000521803
8_210_-3,8,210,-3,3,-0.02608126,0.013166043,0.154915588,-0.001548557,-0.007498172,0.000291784
8_210_-1,8,210,-1,3,-0.026775989,0.008271449,0.157402745,-0.001629095,-0.007663642,4.59E-05
6_210_-5,6,210,-5,1,-0.002142914,0.002710804,0.027963342,-0.000131841,-0.001913893,0.000165806
6_210_-3,6,210,-3,1,-0.002266365,0.002312762,0.030606078,-0.000153165,-0.002153517,0.000137733
6_210_-1,6,210,-1,1,-0.002468592,0.001784267,0.033575564,-0.000183612,-0.002416715,9.62E-05
6_210_-5,6,210,-5,2,-0.010262645,0.010853108,0.089075394,-0.000717729,-0.005155221,0.000547032
6_210_-3,6,210,-3,2,-0.010866252,0.008931883,0.094837154,-0.000787059,-0.005517892,0.000446402
6_210_-1,6,210,-1,2,-0.011214301,0.006724933,0.099185585,-0.000852987,-0.005825278,0.000309546
6_210_-5,6,210,-5,3,-0.02032164,0.016784297,0.15091523,-0.001455648,-0.007259529,0.000573801
6_210_-3,6,210,-3,3,-0.020812608,0.012217574,0.153619474,-0.00152982,-0.007436967,0.000343499
6_210_-1,6,210,-1,3,-0.021668462,0.007633916,0.156492971,-0.001607947,-0.007615515,0.000100446
4_210_-5,4,210,-5,1,-0.00131446,0.002688974,0.027406678,-0.000109351,-0.001874585,0.000164169
4_210_-5,4,210,-5,2,-0.007338677,0.010304103,0.088024972,-0.000691645,-0.005163902,0.00057502
4_210_-5,4,210,-5,3,-0.015467564,0.016178998,0.149462785,-0.001429557,-0.00721937,0.000616942
4_210_-3,4,210,-3,1,-0.001346066,0.002322973,0.029984877,-0.000128583,-0.002109042,0.000139903
4_210_-3,4,210,-3,2,-0.007762081,0.008537447,0.09259699,-0.000754322,-0.005452355,0.000460143
4_210_-3,4,210,-3,3,-0.015831962,0.011655103,0.152363174,-0.001506165,-0.007395941,0.000399982
4_210_-1,4,210,-1,1,-0.001427751,0.001846019,0.032784049,-0.000156193,-0.002360791,0.000103306
4_210_-1,4,210,-1,2,-0.008056341,0.00643908,0.097103972,-0.000813583,-0.005741618,0.000340949
4_210_-1,4,210,-1,3,-0.01638173,0.00693871,0.155163763,-0.001577014,-0.007567088,0.000172452
12_180_-5,12,180,-5,1,-0.005188327,0.003309852,0.029453189,-0.000200345,-0.001951912,0.000171408
12_180_-3,12,180,-3,1,-0.005501603,0.002736689,0.031428031,-0.000224452,-0.002130871,0.000128349
12_180_-1,12,180,-1,1,-0.005942833,0.002133179,0.033757478,-0.000258172,-0.002324569,7.30E-05
12_180_-5,12,180,-5,2,-0.018394953,0.010896174,0.082323046,-0.000747766,-0.004264775,0.000319564
12_180_-3,12,180,-3,2,-0.018822609,0.008379579,0.084938467,-0.000803196,-0.004435823,0.000199655
12_180_-1,12,180,-1,2,-0.019259464,0.005782372,0.08739738,-0.00085837,-0.004607742,6.66E-05
12_180_-5,12,180,-5,3,-0.033974809,0.018150576,0.140869301,-0.001381942,-0.006429765,0.000288091
12_180_-3,12,180,-3,3,-0.034462254,0.013032164,0.14200796,-0.0014515,-0.00652936,8.37E-05
12_180_-1,12,180,-1,3,-0.034929195,0.007608311,0.142619239,-0.001526121,-0.006614396,-0.000134741
10_180_-5,10,180,-5,1,-0.004185616,0.003285164,0.029187754,-0.000185302,-0.001925913,0.000177339
10_180_-3,10,180,-3,1,-0.004479901,0.002725651,0.031388194,-0.000209678,-0.002113696,0.000138919
10_180_-1,10,180,-1,1,-0.004763765,0.002134068,0.033365896,-0.000235879,-0.002298667,8.53E-05
10_180_-5,10,180,-5,2,-0.015842205,0.010484267,0.082838085,-0.000745648,-0.004277095,0.0003536
10_180_-3,10,180,-3,2,-0.016245277,0.008252786,0.085596818,-0.000795678,-0.004457072,0.000234706
10_180_-1,10,180,-1,2,-0.016645374,0.005656066,0.088282887,-0.000849441,-0.004638609,0.000107372
10_180_-5,10,180,-5,3,-0.028797413,0.016109953,0.13886031,-0.001386346,-0.006358284,0.000354524
10_180_-3,10,180,-3,3,-0.029435112,0.011206046,0.140348899,-0.001456952,-0.006472323,0.000144778
10_180_-1,10,180,-1,3,-0.029857443,0.006276872,0.141382464,-0.001525105,-0.006556878,-7.99E-05
8_180_-5,8,180,-5,1,-0.00322965,0.003246657,0.028861251,-0.000167363,-0.001901061,0.000181027
8_180_-3,8,180,-3,1,-0.003442473,0.002736594,0.031117951,-0.000192299,-0.002087319,0.000146708
8_180_-1,8,180,-1,1,-0.003642125,0.002094376,0.033059447,-0.000217942,-0.002262923,9.62E-05
8_180_-5,8,180,-5,2,-0.013341297,0.010606489,0.083947658,-0.000728548,-0.004376718,0.000406518
8_180_-3,8,180,-3,2,-0.01369004,0.00813335,0.086909699,-0.000786883,-0.004541664,0.000288339
8_180_-1,8,180,-1,2,-0.014018118,0.005612706,0.089507794,-0.000833272,-0.004730035,0.000161435
8_180_-5,8,180,-5,3,-0.023642983,0.01428968,0.136582718,-0.001381449,-0.006276475,0.000407959
8_180_-3,8,180,-3,3,-0.024088373,0.009811406,0.138324199,-0.001447332,-0.006393534,0.000199746
8_180_-1,8,180,-1,3,-0.02455468,0.005183814,0.139733529,-0.001511884,-0.006490927,-1.62E-05
6_180_-5,6,180,-5,1,-0.002320962,0.003176168,0.028526205,-0.000149749,-0.001874736,0.000183577
6_180_-3,6,180,-3,1,-0.002464008,0.002728983,0.030748324,-0.000175216,-0.002061318,0.000151166
6_180_-1,6,180,-1,1,-0.002647344,0.00209165,0.032998456,-0.000202369,-0.002254575,0.000107622
6_180_-5,6,180,-5,2,-0.010679242,0.010282838,0.084356904,-0.000720203,-0.004457418,0.000453519
6_180_-3,6,180,-3,2,-0.01093845,0.008067991,0.086902589,-0.000761917,-0.00461582,0.000336575
6_180_-1,6,180,-1,2,-0.011195563,0.005599305,0.089545202,-0.000811258,-0.004778139,0.000203371
6_180_-5,6,180,-5,3,-0.018924913,0.013723894,0.135445819,-0.001365917,-0.006250223,0.000457892
6_180_-3,6,180,-3,3,-0.019247853,0.00929106,0.137296907,-0.001425915,-0.006374082,0.000250746
6_180_-1,6,180,-1,3,-0.019573756,0.004801868,0.138974236,-0.001491232,-0.006496706,4.43E-05
4_180_-5,4,180,-5,1,-0.001456776,0.003008719,0.02786346,-0.000128645,-0.001829291,0.000184213
4_180_-5,4,180,-5,2,-0.008055278,0.010181785,0.083693716,-0.000699707,-0.004488261,0.000480076
4_180_-5,4,180,-5,3,-0.014295718,0.013310595,0.134219809,-0.001340095,-0.006244963,0.000506216
4_180_-3,4,180,-3,1,-0.001527091,0.002725021,0.030259411,-0.000152125,-0.002034,0.0001549
4_180_-3,4,180,-3,2,-0.008246776,0.007881736,0.086811847,-0.000748661,-0.004661636,0.00036913
4_180_-3,4,180,-3,3,-0.014520743,0.009036387,0.136320231,-0.001403114,-0.006390844,0.000310018
4_180_-1,4,180,-1,1,-0.001626682,0.002162481,0.032630619,-0.000182302,-0.002228823,0.000115025
4_180_-1,4,180,-1,2,-0.008385667,0.005454285,0.089116263,-0.000791274,-0.004815556,0.000245525
4_180_-1,4,180,-1,3,-0.014730036,0.004635222,0.138205211,-0.001463125,-0.006539165,0.000106992
